Tên trang sức	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Ngũ hành	Độ bền	Phòng ngự (Nội, ngoại)	Thuộc tính hỗ trợ 1	Trị số Thuộc tính hỗ trợ 1	Thuộc tính hỗ trợ 2	Trị số Thuộc tính hỗ trợ 2	Số trang bị	Đắng cấp yêu cầu	Giới tính yêu cầu	Thể hình yêu cầu	Môn phái yêu cầu	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	ì°±áễÚẫớẫẽàÄấ±ºũÊơấạểÃàÄẽễấắÀàéÍÃỷìệ	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Đánh giá đẳng cấp	Có/không thể giao dịch (0 được,1 không được,)	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Có/Không thể sửa (0Có/1Không)	Dự Lưu	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10533	10	10000	0	100						50492	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10534	10	10000	0	100						50493	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10535	10	10000	0	100						50494	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10536	10	10000	0	100						50495	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10537	10	10000	0	100						50496	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10538	10	10000	0	100						50497	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10539	10	10000	0	100						50498	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10540	10	10000	0	100						50499	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10541	10	10000	0	100						50500	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10542	10	10000	0	100						50501	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10543	10	10000	0	100						50502	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10544	10	10000	0	100						50503	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10545	10	10000	0	100						50504	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10546	10	10000	0	100						50505	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10547	10	10000	0	100						50506	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10548	10	10000	0	100						50507	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10549	10	10000	0	100						50508	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10550	10	10000	0	100						50509	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10551	10	10000	0	100						50510	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10552	10	10000	0	100						50511	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10553	10	10000	0	100						50512	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10554	10	10000	0	100						50513	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10555	10	10000	0	100						50514	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10556	10	10000	0	100						50515	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10557	10	10000	0	100						50516	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10558	10	10000	0	100						50517	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10559	10	10000	0	100						50518	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10560	10	10000	0	100						50519	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10561	10	10000	0	100						50520	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10562	10	10000	0	100						50521	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10563	10	10000	0	100						50522	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10564	10	10000	0	100						50523	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10565	10	10000	0	100						50524	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10566	10	10000	0	100						50525	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10567	10	10000	0	100						50526	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10568	10	10000	0	100						50527	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10569	10	10000	0	100						50528	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10570	10	10000	0	100						50529	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10571	10	10000	0	100						50530	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10572	10	10000	0	100						50531	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10573	10	10000	0	100						50532	790	1	2	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10574	10	10000	0	100						50533	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10575	10	10000	0	100						50534	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10576	10	10000	0	100						50535	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10577	10	10000	0	100						50536	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10578	10	10000	0	100						50537	790	2	3	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tống_Uy Hổ Nguyên Soái Lệnh Kỳ	0	102	10579	10	10000	0	100						50538	790	2	4	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5h1.spr	\image\item\ring\ẵôắỹểĂ5h0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tống_Uy Hổ Nguyên Soái Lệnh Bài	0	102	10580	10	10000	0	100						50475	790	1	1	Tân thủ không thể dùng	\image\item\ring\ẵôắỹểĂ5i1.spr	\image\item\ring\ẵôắỹểĂ5i0120.spr	"Tứ linh thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Nguyên Soái hoặc Công Trạng đạt đến 12,000,000)"		Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
