Tên Mão	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Ngũ hành	Độ bền	(Ngoại, nội) phòng	Thuộc tính hỗ trợ 1	Trị số Thuộc tính hỗ trợ 1	Thuộc tính hỗ trợ 2	Trị số Thuộc tính hỗ trợ 2	Số trang bị	Đắng cấp yêu cầu	Giới tính yêu cầu	Thể hình yêu cầu	Môn phái yêu cầu	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	ì°±áễÚẫớẫẽàÄấ±ºũÊơấạểÃàÄẽễấắÀàéÍÃỷìệ	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch(0 được,1 không được,2 chỉ có thể bán ở tiệm,3 chỉ có thể bán)	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Có/Không thể sửa (0Có/1Không)	Dự Lưu	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20690	10	40000	0	360	50;50					50545	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20691	10	40000	0	360	50;50					50546	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20692	10	40000	0	360	50;50					50547	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20693	10	40000	0	360	50;50					50548	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20694	10	40000	0	360	50;50					50549	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20695	10	40000	0	360	50;50					50550	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20696	10	40000	0	360	50;50					50551	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20697	10	40000	0	360	50;50					50552	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20698	10	40000	0	360	50;50					50553	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20699	10	40000	0	360	50;50					50554	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20700	10	40000	0	360	50;50					50555	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20701	10	40000	0	360	50;50					50556	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20702	10	40000	0	360	50;50					50557	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20703	10	40000	0	360	50;50					50558	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20704	10	40000	0	360	50;50					50559	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20705	10	40000	0	360	50;50					50560	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20706	10	40000	0	360	50;50					50561	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20707	10	40000	0	360	50;50					50562	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20708	10	40000	0	360	50;50					50563	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20709	10	40000	0	360	50;50					50564	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20710	10	40000	0	360	50;50					50565	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20711	10	40000	0	360	50;50					50566	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20712	10	40000	0	360	50;50					50567	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20713	10	40000	0	360	50;50					50568	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20714	10	40000	0	360	50;50					50569	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20715	10	40000	0	360	50;50					50570	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20716	10	40000	0	360	50;50					50571	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20717	10	40000	0	360	50;50					50572	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20718	10	40000	0	360	50;50					50573	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20719	10	40000	0	360	50;50					50574	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20720	10	40000	0	360	50;50					50575	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20721	10	40000	0	360	50;50					50576	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20722	10	40000	0	360	50;50					50577	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20723	10	40000	0	360	50;50					50578	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20724	10	40000	0	360	50;50					50579	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20725	10	40000	0	360	50;50					50580	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20726	10	40000	0	360	50;50					50581	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20727	10	40000	0	360	50;50					50582	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20728	10	40000	0	360	50;50					50583	790	2	3	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãéễáéa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	éễáéÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20729	10	40000	0	360	50;50					50584	790	2	4	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa1.spr	\image\item\cloth\ẵðãỗểủÂảÍãẵ¿éĂa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	ẵ¿éĂÅđẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20730	10	40000	0	360	50;50					50585	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20731	10	40000	0	360	50;50					50586	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20732	10	40000	0	360	50;50					50587	790	1	1	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã±ờìẳa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	±ờìẳÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liêu_Uy Hổ Tướng Quân Khôi	0	103	20733	10	40000	0	360	50;50					50588	790	1	2	Tân thủ không thể dùng	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa1.spr	\image\item\cloth\ẵðãỗểủÂảÍã¿ýẻàa0.spr	"Tứ Linh Thần, trấn bốn phương <color=Gold>(Cần đạt quân hàm Tướng Quân hoặc Công Trạng đạt đến 8,000,000)"	¿ýẻàÄéẵðãỗểủÂảÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
