Tên	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Sếp chồng nhiều nhất	Hồi phục thuộc tính1	Trị số phục hồi thuộc tính mỗi nữa giây (1)	Hồi phục thuộc tính2	Trị số phục hồi thuộc tính mỗi nữa giây (2)	Hồi phục thuộc tính3	Trị số phục hồi thuộc tính mỗi nữa giây (3)	Hồi phục thuộc tính4	Trị số phục hồi thuộc tính mỗi nữa giây (4)	Thời gian duy trì hiệu lực (Số chẵn)	Lưu ( Chữ số)	Lưu ( Chữ số)	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	Lưu (chuỗi ký tự)	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch (0 được,1 không được,)	Có/không thể vứt (0 được; 1 không được)	Lưu 2	Lưu 3
Chìa Khóa Bạc Vinh Dự	2	0	1074	1	0	1												\image\item\other\ẩÙềôềứễ¿³ìa1.spr	\image\item\other\ẩÙềôềứễ¿³ìa0.spr	Chìa khóa bạc vinh dự, dùng để mở Hộp bài bạc vinh dự.		Đã khóa		1	2	1		
Chìa Khóa Vàng Vinh Dự	2	0	1075	1	0	1												\image\item\other\ẩÙềôẵðễ¿³ìa1.spr	\image\item\other\ẩÙềôẵðễ¿³ìa0.spr	Chìa khóa vàng vinh dự, dùng để mở Hộp bài vàng vinh dự.		Đã khóa		1	2	1		
Hộp Ngọc Bài Huy Hoàng	2	0	1076	1	0	999												\image\item\other\ằễằÍệđểủÅặºéa1.spr	\image\item\other\ằễằÍệđểủÅặºéa0.spr	Rương do Võ lâm minh chủ phát, khảm 1 mảnh Long Văn Ngọc Bài, bên trong chứa nhiều vật phẩm quý hiếm. (Cần Chìa khóa ngọc huy hoàng)		Thần bí	\script\online\3festival\item08\yupaibox.lua		0	1		
Hộp Đồng Bài Huy Hoàng	2	0	1077	1	0	999												\image\item\other\ằễằÍệđÍưÅặºéa1.spr	\image\item\other\ằễằÍệđÍưÅặºéa0.spr	Rương do Võ lâm minh chủ phát, khảm 1 mảnh Long Văn Đồng Bài, bên trong chứa nhiều vật phẩm quý hiếm. (Cần Chìa khóa đồng huy hoàng)		Thần bí	\script\online\3festival\item08\tongpaibox.lua		0	1		
Hộp Ngân Bài Vinh Dự	2	0	1078	1	0	999												\image\item\other\ẩÙềôệđềứÅặºéa1.spr	\image\item\other\ẩÙềôệđềứÅặºéa0.spr	Rương do Võ lâm minh chủ phát, khảm 1 mảnh Long Văn Ngân Bài, bên trong chứa nhiều vật phẩm quý hiếm. (Cần Chìa khóa bạc vinh dự)		Thần bí	\script\online\3festival\item08\yinpaibox.lua		0	1		
Hộp Kim Bài Vinh Dự	2	0	1079	1	0	999												\image\item\other\ẩÙềôệđẵðÅặºéa1.spr	\image\item\other\ẩÙềôệđẵðÅặºéa0.spr	Rương do Võ lâm minh chủ phát, khảm 1 mảnh Long Văn Kim Bài, bên trong chứa nhiều vật phẩm quý hiếm. (Cần Chìa khóa vàng vinh dự)		Thần bí	\script\online\3festival\item08\jinpaibox.lua		0	1		
Hộp ngẫu nhiên	2	0	1080	0	0	1												\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa1.spr	\image\item\other\ễÂÁÁÍÃèỳ±Ưẽọa0.spr	Ngẫu nhiên nhận được 1 Hộp bài bạc vinh dự hoặc 1 Hộp bài vàng vinh dự.<enter><color=Gold>(Chuột phải sử dụng)		Thần bí	\script\online\3festival\item08\suijibox.lua		0	1		
Thẻ kỷ niệm mừng Võ Lâm tròn 2 năm	2	0	1081	0	0	9999												\image\item\other\ảỵệĩÄờẳÍÄợ¿ăa1.spr	\image\item\other\ảỵệĩÄờẳÍÄợ¿ăa0.spr	Thẻ kỷ niệm mừng Võ Lâm 2 tròn 3 năm, có thể đổi phần thưởng tại Chu Niên Sứ Giả.		Đã khóa			2	1		
Thái Dịch Hỗn Nguyên Công Đồ	2	0	1082	0	0	1000												\image\item\other\ằ¯àỷ²éắớa1.spr	\image\item\other\ằ¯àỷ²éắớa0.spr	Thái Dịch Hỗn Nguyên Công Đồ, đồ phổ Thái Dịch Hỗn Nguyên Công bị phát tán, có vẻ có thể tập hợp thành 1 quyển. Chuột phải sử dụng, dùng 1000 tấm có thể chuyển thành 1 quyển Thái Dịch Hỗn Nguyên Phổ.		Nhiệm vụ	\script\online\jiuzhuanxuangong\taiyihunyuangongtujian.lua		0	1		
Thái Dịch Hỗn Nguyên Phổ	2	0	1083	0	0	1												\image\item\other\ằ¯àỷ±ắắớa1.spr	\image\item\other\ằ¯àỷ±ắắớa0.spr	Thái Dịch Hỗn Nguyên Phổ, vật cần thiết để tu hành Thái Dịch Hỗn Nguyên Công, ghi nhớ ảnh luyện công của Thái Dịch Hỗn Nguyên Công.		Nhiệm vụ			2	1		
Thiên Quái Thạch	2	0	1084	0	0	1												\image\item\other\tianguashia1.spr	\image\item\other\tianguashia0.spr	Vật phẩm cực kỳ quý. Có thể dùng để thăng cấp trang bị Viêm Đế, Tướng Quân, Nguyên Soái và chuyển trang bị Thiên Địa Huyền Hoàng thành trang bị Bát Quái.		Đã khóa	\script\online\qixi08\item\tianguashi.lua		1	1		
Rương kỷ niệm 20 năm	2	0	1085	0	0	999												\image\item\other\zhounianqingboxa1.spr	\image\item\other\zhounianqingboxa0.spr	Tạo riêng nhân kỷ niệm 20 năm thành lập công ty Kingsoft, tặng vô số rương.		Nhiệm vụ	\script\online\qixi08\item\zhounianqing_box.lua		0	1		
Chìa khóa đồng kỷ niệm tròn 20 năm	2	0	1086	0	0	1												\image\item\other\ằễằÍÍưễ¿³ìa1.spr	\image\item\other\ằễằÍÍưễ¿³ìa0.spr	Chìa khóa đồng dùng để mở Rương kỷ niệm 20 năm		Đã khóa			1	1		
Chìa khóa bạc kỷ niệm tròn 20 năm	2	0	1087	0	0	1												\image\item\other\ẩÙềôềứễ¿³ìa1.spr	\image\item\other\ẩÙềôềứễ¿³ìa0.spr	Chìa khóa bạc dùng để mở Rương kỷ niệm 20 năm		Đã khóa			1	1		
Chìa khóa vàng kỷ niệm trọn 20 năm	2	0	1088	0	0	1												\image\item\other\ẩÙềôẵðễ¿³ìa1.spr	\image\item\other\ẩÙềôẵðễ¿³ìa0.spr	Chìa khóa vàng dùng để mở Rương kỷ niệm 20 năm		Đã khóa			1	1		
Thẻ bài điểm tích lũy mừng 20 năm	2	0	1089	0	0	1												\image\item\other\jifenpaizia1.spr	\image\item\other\jifenpaizia0.spr	Khi điểm tích lũy hoạt động 20 năm dưới 200, chuột phải sử dụng có thể tăng thêm 10 điểm.		Nhiệm vụ	\script\online\qixi08\item\jifenpaizi.lua		0	1		
Hướng dẫn hoạt đông kỷ niệm 20 năm	2	0	1090	0	0	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	Chuột phải sử dụng có thể tra xem thuyết minh hoạt động kỷ niệm 20 năm.		Bỏ mất vật phẩm	\script\online\qixi08\item\zhounianqing_book.lua		0	0		
Huy chương hiệp khách	2	0	1091	0	0	999												\image\item\other\Åọãẵa1.spr	\image\item\other\Åọãẵa0.spr	Trên mặt Lệnh Bài khắc bài thơ, chữ rất mờ, chỉ có thể đọc được 2 câu cuối là 'Thùy năng thư các hạ, bạch thủ thái huyền kinh--Lý Bạch'		Nhiệm vụ			2	1		
Xe cỏ khô cao cấp	2	0	1092	0	0	1												\image\item\other\secr_028a1.spr	\image\item\other\secr_028a0.spr	Trường đua ngựa Đại Tống đã chuẩn bị Xe cỏ khô, có bạc là có thể nuôi ngựa. (Có thể nuôi Bạch Nghĩa, Hiệp Dực, chiến mã Nguyên Soái cao cấp)		Thần bí	\script\online\qixi08\item\caoliaoche.lua		0	0		
Thái Dịch Đồ (hộp)	2	0	1093	0	0	1												\image\item\other\coll_057a1.spr	\image\item\other\coll_057a0.spr	Có 10 Thái Dịch Hỗn Nguyên Công Đồ.		Nhiệm vụ	\script\item\item_billing\taiyihunyuanhezi.lua		0	1		
Thái Dịch Đồ (rương)	2	0	1094	0	0	1												\image\item\other\secr_027a1.spr	\image\item\other\secr_027a0.spr	Có 100 Thái Dịch Hỗn Nguyên Công Đồ.		Nhiệm vụ	\script\item\item_billing\taiyihunyuanxiangzi.lua		0	1		
Túi vinh dự Đại hội tỷ võ lần 2	2	0	1095	0	0	999												\image\item\other\coll_038a1.spr	\image\item\other\coll_038a0.spr	Nhấn chuột phải, có thể nhận phần thưởng Đại hội tỷ võ lần 2		Nhiệm vụ	\script\item\biwurongyaobao2.lua		2	1		
GM Joy	2	0	9999	1	0	1												\image\item\other\±±ÂèÁệÁợa1.spr	\image\item\other\±±ÂèÁệÁợa0.spr	The joy for GM, it has some powerful functions.		Nhiệm vụ	\script\newbattles\gm_item.lua		2	2		
Tinh Anh Lệnh Kỳ	2	0	30000	1	0	1												\image\item\quest\viet_tinhanhlenhky_36.spr	\image\item\quest\viet_tinhanhlenhky_80.spr	Các hạ đã được mời tham gia Bang Hội Tinh Anh. Xin mời đến NPC Thành Đô NPC Long Hổ Sứ báo danh		Nhiệm vụ			0	1		
Võ lâm thập nhị sứ	2	0	30001	1	0	1												\image\item\quest\viet_longholenhbai_36.spr	\image\item\quest\viet_longholenhbai_80.spr	Thập Nhị Võ Lâm Sứ		Nhiệm vụ	\script\online\viet_event\longhu\item\token.lua		2	1		
Bang Hội Tinh Anh Hồng Bao	2	0	30004	1	0	50												\image\item\quest\viet_tinhanhhongbao_36.spr	\image\item\quest\viet_tinhanhhongbao_80.spr	Chúc các bạn chiến thắng giải đấu Bang Hội Tinh Anh lần 2 (Thời hạn sử dụng 24:00 30-11-2009)		Nhiệm vụ	\script\online\viet_event\longhu\item\redpacket.lua		0	1		
Long tử ấn	2	0	30002	0	0	1												\image\item\quest\ÁỳìểểĂ_36.spr	\image\item\quest\ÁỳìểểĂ_80.spr	Vật phẩm chứa đựng sự huyền bí của Long Tử Hội		Thần bí	\script\online_activites\reborn\tongban\item\item_longziyin.lua	1	2	1		
Phụng tử ấn	2	0	30005	0	0	1												\image\item\quest\ãùìểểĂ_36.spr	\image\item\quest\ãùìểểĂ_80.spr	Vật phẩm chứa đựng sự huyền bí của Phụng Tử Hội		Thần bí	\script\online_activites\reborn\tongban\item\item_fengziyin.lua	1	2	1		
Hổ tử ấn	2	0	30003	0	0	1												\image\item\quest\ằÂìểểĂ_36.spr	\image\item\quest\ằÂìểểĂ_80.spr	Vật phẩm chứa đựng sự huyền bí của Hổ Tử Hội		Thần bí	\script\online_activites\reborn\tongban\item\item_huziyin.lua	1	2	1		
Ưng tử ấn	2	0	30006	0	0	1												\image\item\quest\ểƠìểểĂ_36.spr	\image\item\quest\ểƠìểểĂ_80.spr	Vật phẩm chứa đựng sự huyền bí của Ưng Tử Hội		Thần bí	\script\online_activites\reborn\tongban\item\item_yingziyin.lua	1	2	1		
Tinh trần vận hận	2	0	795	1	0	1												\image\item\other\éầéầÀủằăa1.spr	\image\item\other\éầéầÀủằăa0.spr	Liễu quan tinh trần chi thế, động tế thiên môn huyền cơ. <enter><color=Gold>(đây có vẻ là đồ vật của Liễu ý)		Nhiệm vụ			1	1		
Thổ Lang Vương Nha	2	0	30007	0	0	1												\image\item\other\coll_003a1.spr	\image\item\other\coll_003a0.spr	Răng của Thổ Lang Vương		Nhiệm vụ		1	1	1		
Thanh Lang Vương Nha	2	0	30008	0	0	1												\image\item\other\coll_003a1.spr	\image\item\other\coll_003a0.spr	Răng của Thanh Lang Vương		Nhiệm vụ		1	1	1		
Đề Huyết Nha Huyết	2	0	30009	0	0	10												\image\item\other\fulife_005a1.spr	\image\item\other\fulife_005a0.spr	Máu của ác Là		Nhiệm vụ		1	1	1		
Dẫn Hồn Linh	2	0	30010	0	0	1												\image\item\other\ếũẹýÁồa1.spr	\image\item\other\ếũẹýÁồa0.spr	Chuông dùng để chiêu gọi hồn phách		Nhiệm vụ	\script\task\item\ềýằờÁồ.lua	1	1	1		
Mật Cóc Độc	2	0	30011	0	0	10												\image\item\other\´úảắềºặ¿a1.spr	\image\item\other\´úảắềºặ¿a0_80.spr	Mật của Cóc độc		Nhiệm vụ		1	1	1		
Ngọc Bội	2	0	30012	0	0	10												\image\item\other\quest_048a1.spr	\image\item\other\quest_048a0.spr	Ngọc bội trên người Oa Khấu, trên điêu khắc chữ của dị quốc		Nhiệm vụ		1	1	1		
Long Tu	2	0	30013	0	0	5												\image\item\other\úÔÁỳéởa1.spr	\image\item\other\úÔÁỳéởa0.spr	Long Tu trong truyền thuyết.		Nhiệm vụ		1	1	1		
Tương Phi Trúc	2	0	30014	0	0	5												\image\item\other\ẽẫệủẹ¿a1.spr	\image\item\other\ẽẫệủẹ¿a0_80.spr	Trúc loại hình tầm trung, nhiều vòng, nhiều đốt		Nhiệm vụ		1	1	1		
Bản đồ Cổ Dương Bí Động	2	0	30015	0	0	1												\image\item\other\coll_067a1.spr	\image\item\other\coll_067a0.spr	Tấm bản đồ thần bí của Cổ Dương Bí động		Nhiệm vụ		1	1	1		
Mật Độc Mãng	2	0	30016	0	0	1												\image\item\other\´úảắềºặ¿a1.spr	\image\item\other\´úảắềºặ¿a0_80.spr	Mật của Độc Mãng		Nhiệm vụ		1	1	1		
Máu tươi	2	0	30017	0	0	10												\image\item\other\Áộẫòẹê_36.spr	\image\item\other\Áộẫòẹê_80.spr	Máu tươi của Hỏa Hồ		Nhiệm vụ		1	1	1		
Dã Mao Tượng Nha	2	0	30018	0	0	10												\image\item\other\coll_007a1.spr	\image\item\other\coll_007a0.spr	Răng của Dã Mao Tượng, rất quý hiếm.		Nhiệm vụ		1	1	1		
Đông Hải Trân Châu	2	0	30019	0	0	10												\image\item\other\Viet_ếọệộ_36.spr	\image\item\other\Viet_ếọệộ_80.spr	Trân Châu đặc sản của Đông Hải		Nhiệm vụ		1	1	1		
Thanh Linh Tán	2	0	30020	0	0	1												\image\item\usable\heal_012a1.spr	\image\item\usable\heal_012a0.spr	Dùng loại tán dược này có thể Bách Độc Bất Xâm		Nhiệm vụ	\script\task\item\ầồÁộẫÂ.lua	1	1	1		
Thanh Phong Bình	2	0	30021	0	0	1												\image\item\other\ắằặ¿ẽẫÁứa1.spr	\image\item\other\ắằặ¿ẽẫÁứa0_80.spr	Cao nhân dùng nội lực chuyển vào bình này, đương truyền có thể giữ được sự tươi mới của vật chứa bên trong		Nhiệm vụ		1	1	1		
Linh Tuyền Ngọc Lộ Tửu	2	0	30022	0	0	10												\image\item\other\ÁộẩêểủÂảắặa1.spr	\image\item\other\ÁộẩêểủÂảắặa0.spr	Đặc sản Miêu Tộc		Nhiệm vụ		1	1	1		
Lông vũ Bạch Đầu Điêu	2	0	30023	0	0	10												\image\item\other\quest_056a1.spr	\image\item\other\quest_056a0.spr	Lông vũ trên người Bạch Đầu Điêu		Nhiệm vụ		1	1	1		
Hỏa Luyện Thiết Trùy	2	0	30024	0	0	1												\image\item\other\ằðÁảèỳ´áa1.spr	\image\item\other\ằðÁảèỳ´áa0.spr	Thiết trùy trấn tiệm của chủ tiệm vũ khí, uy lực phi phàm		Nhiệm vụ		1	1	1		
Bạch Dương Hoàn	2	0	30025	0	0	7												\image\item\other\´ú°ìắễÍốa1.spr	\image\item\other\´ú°ìắễÍốa0.spr	Linh dược thượng phẩm, có thể giải bách độc thiên hạ		Nhiệm vụ		1	1	1		
Dương Lục <Quỳ Hoa Bảo Điển>	2	0	30026	0	0	1												\image\item\other\Ăả¿ỷằă±ƯàọĂãẹụÂẳa1.spr	\image\item\other\Ăả¿ỷằă±ƯàọĂãẹụÂẳa0.spr	Quỳ Hoa Bảo Điển chính là thần công đệ nhất thiên hạ		Nhiệm vụ		1	1	1		
Tán Hóa Tiêu Linh Dịch	2	0	30028	0	0	1												\image\item\other\ẫÂằ¯ẽỷÁộềºa1.spr	\image\item\other\ẫÂằ¯ẽỷÁộềºa0.spr	Phối phương thất truyền trên giang hồ, tương truyền có khả năng ăn mòn cực mạnh		Nhiệm vụ		1	1	1		
Hoa Sơn Lệnh Kỳ	2	0	30029	0	0	1												\image\item\other\ấƠằðÁợa1.spr	\image\item\other\ấƠằðÁợa0.spr	Thư tín Chưởng Môn phái Hoa Sơn, gặp lệnh kỳ như gặp chưởng môn		Nhiệm vụ		1	1	1		
Lúa	2	0	30030	0	0	1												\image\item\other\ấƠằðÁợa1.spr	\image\item\other\ấƠằðÁợa1.spr	Lúa do người Miêu tộc trồng, mỗi hạt đều to tròn		Nhiệm vụ		1	1	1		
Chủy thủ	2	0	30031	0	0	1												\image\item\other\ắÛÁộỉ°ấìa1.spr	\image\item\other\ắÛÁộỉ°ấìa0.spr	Trủy thủ mang bên người của Nhậm Ngã Hành, vô cùng sắc bén, chém sắt như bùn		Nhiệm vụ		1	1	1		
Tranh vẽ <Đại Mạc Cô Yên Trực>	2	0	30032	0	0	1												\image\item\other\ằưắớĂả´úÄđạÂẹèệ±Ăãa1.spr	\image\item\other\ằưắớĂả´úÄđạÂẹèệ±Ăãa0.spr	Bút tích của Âu Dương Họa <Đại Mạc Cô Yên Trực>		Nhiệm vụ		1	1	1		
Tranh vẽ	2	0	30033	0	0	1												\image\item\other\coll_098a1.spr	\image\item\other\coll_098a0.spr	Tín vật của Đơn Thanh Sinh, dùng để chứng minh thân phận		Nhiệm vụ		1	1	1		
Ngân lượng	2	0	30034	0	0	99												\image\item\other\ấƠằðÁợa1.spr	\image\item\other\ấƠằðÁợa0.spr	Tài sản của người dân trong thôn bị quan sứ cướp đi		Nhiệm vụ		1	1	1		
Mật Ong Chúa Nghìn Năm	2	0	30035	0	0	1												\image\item\usable\heal_023a1.spr	\image\item\usable\heal_023a0.spr	Mật Ong Chúa Nghìn Năm do người dân trong thôn tự nuôi chiết, sử dụng có thể cường thân tráng thể		Nhiệm vụ		1	1	1		
Thư tín	2	0	30036	0	0	1												\image\item\other\coll_111a1.spr	\image\item\other\coll_111a0.spr	Thư của trưởng thôn chuyển cho Vạn Sự Thông		Nhiệm vụ		1	1	1		
Long Hào Bút	2	0	30037	0	0	1												\image\item\other\ÁỳºÁ±ấa1.spr	\image\item\other\ÁỳºÁ±ấa0.spr	Do bút trượng Trương Đại Hữu rèn, là một thưởng phẩm		Nhiệm vụ		1	1	1		
Bút Lông	2	0	30038	0	0	1												\image\item\other\quest_043a1.spr	\image\item\other\quest_043a0.spr	Tín vật của Tú Bất Ông, dùng để chứng minh thân phận		Nhiệm vụ		1	1	1		
Kỳ Phổ	2	0	30039	0	0	1												\image\item\other\coll_105a1.spr	\image\item\other\coll_105a0.spr	Lễ thọ của Hắc Bạch Tử tặng cho Hàn Tử Phi		Nhiệm vụ		1	1	1		
Chiến Kỳ	2	0	30040	0	0	1												\image\item\other\ẻồééÁợặỡa1.spr	\image\item\other\ẻồééÁợặỡa0.spr	Tượng chưng cho Ngãy Hành Hắc Kỳ		Nhiệm vụ	\script\task\item\ếẵặỡ.lua	1	1	1		
Kỳ Tử	2	0	30041	0	0	1												\image\item\other\coll_129a1.spr	\image\item\other\coll_129a0.spr	Tín vật của Hắc Bạch Tử, dùng để chứng minh thân phận		Nhiệm vụ		1	1	1		
Thư của Hướng Vấn Thiên	2	0	30042	0	0	1												\image\item\other\coll_111a1.spr	\image\item\other\coll_111a0.spr	Thư của Hướng Vấn Thiên		Nhiệm vụ		1	1	1		
Hóa Long Đỉnh	2	0	30043	0	0	1												\image\item\other\secr_018a1.spr	\image\item\other\secr_018a0.spr	Thần Đỉnh chiêu gọi Thanh Long		Nhiệm vụ	\script\task\item\ầàÁỳItem.lua	1	1	1		
Thanh Long Huyết	2	0	30044	0	0	9												\image\item\other\Áộẫòẹê_36.spr	\image\item\other\Áộẫòẹê_80.spr	Huyết dịch Thanh Long		Nhiệm vụ		1	1	1		
Thanh Long Giác	2	0	30045	0	0	1												\image\item\other\coll_003a1.spr	\image\item\other\coll_003a0.spr	Sừng Thanh Long		Nhiệm vụ		1	1	1		
Chiêu Ưng Phiên	2	0	30046	0	0	1												\image\item\other\ếéằờỏƯa1.spr	\image\item\other\ếéằờỏƯa0.spr	Dùng Kỳ Xí chiêu gọi Thương Ưng		Nhiệm vụ	\script\task\item\²ễểƠItem.lua	1	1	1		
Thương Ưng Trác	2	0	30048	0	0	1												\image\item\other\guyangshoujia_a1.spr	\image\item\other\guyangshoujia_a0.spr	Miệng Thương Ưng		Nhiệm vụ		1	1	1		
Diệt Pháp Trận Bàn	2	0	30049	0	0	1												\image\item\other\coll_071a1.spr	\image\item\other\coll_071a0.spr	Trận Bàn chiêu dụ Tứ Đại Thánh Linh		Nhiệm vụ	\script\task\item\ÃðãăếúÅè.lua	1	1	1		
Tứ Linh Diệt Pháp Trận Bàn	2	0	30050	0	0	1												\image\item\other\coll_082a1.spr	\image\item\other\coll_082a0.spr	Trận Pháp vào Thông Thiên Huyễn Cảnh		Nhiệm vụ		1	1	1		
Thư tín	2	0	30051	0	0	1												\image\item\other\coll_111a1.spr	\image\item\other\coll_111a0.spr	Thư Hồng Biệt Hạc gửi cho Nhậm Ngã Hành		Nhiệm vụ	\script\task\item\éÅẳỵ.lua	1	1	1		
